ИНН, additionaldata,ID компании,Наименование полное,Наименование краткое,Реестр МСП,Вид предпринимательства,Категория субъекта,objecttype,registration_number,patent_type,patent_name,classification,publication URL
771576266903, additionaldata,,,,,,,,,,,,
773313732724, additionaldata,,,,,,,,,,,,
143503382550, additionaldata,,,,,,,,,,,,
322900803291, additionaldata,,,,,,,,,,,,
774312227671, additionaldata,,,,,,,,,,,,
543309053429, additionaldata,,,,,,,,,,,,
502710244873, additionaldata,,,,,,,,,,,,
471612380028, additionaldata,,,,,,,,,,,,
771319653200, additionaldata,,,,,,,,,,,,
501200894505, additionaldata,,,,,,,,,,,,
504217464778, additionaldata,,,,,,,,,,,,
503605390860, additionaldata,,,,,,,,,,,,
165001585867, additionaldata,,,,,,,,,,,,
611103616808, additionaldata,,,,,,,,,,,,
772328820604, additionaldata,,,,,,,,,,,,
231300160883, additionaldata,,,,,,,,,,,,
702203244076, additionaldata,,,,,,,,,,,,
774308271357, additionaldata,,,,,,,,,,,,
773475198721, additionaldata,,,,,,,,,,,,
771876420641, additionaldata,,,,,,,,,,,,
615501169306, additionaldata,,,,,,,,,,,,
503111023429, additionaldata,,,,,,,,,,,,
614200451956, additionaldata,,,,,,,,,,,,
770865004800, additionaldata,,,,,,,,,,,,
344300716660, additionaldata,,,,,,,,,,,,
771406106772, additionaldata,,,,,,,,,,,,
503108094109, additionaldata,,,,,,,,,,,,
422500020958, additionaldata,,,,,,,,,,,,
731000514408, additionaldata,,,,,,,,,,,,
616125935652, additionaldata,,,,,,,,,,,,
280803111650, additionaldata,,,,,,,,,,,,
773371961579, additionaldata,,,,,,,,,,,,
650901849038, additionaldata,,,,,,,,,,,,
771000198204, additionaldata,,,,,,,,,,,,
771800427020, additionaldata,,,,,,,,,,,,
773200016350, additionaldata,,,,,,,,,,,,
500707348188, additionaldata,,,,,,,,,,,,
503805313502, additionaldata,,,,,,,,,,,,
502901909871, additionaldata,,,,,,,,,,,,
672600523864, additionaldata,,,,,,,,,,,,
773400109347, additionaldata,,,,,,,,,,,,
246007482926, additionaldata,,,,,,,,,,,,
773705921803, additionaldata,,,,,,,,,,,,
263214546597, additionaldata,,,,,,,,,,,,
502402506235, additionaldata,,,,,,,,,,,,
771965121812, additionaldata,,,,,,,,,,,,
760804439243, additionaldata,,,,,,,,,,,,
761000168108, additionaldata,,,,,,,,,,,,
90108783442, additionaldata,,,,,,,,,,,,
503403536869, additionaldata,,,,,,,,,,,,
420532483715, additionaldata,,,,,,,,,,,,
643401839746, additionaldata,,,,,,,,,,,,
621901327669, additionaldata,,,,,,,,,,,,
701701937177, additionaldata,,,,,,,,,,,,
575206672437, additionaldata,,,,,,,,,,,,
614106033486, additionaldata,,,,,,,,,,,,
525603848607, additionaldata,,,,,,,,,,,,
502700498981, additionaldata,,,,,,,,,,,,
771800597776, additionaldata,,,,,,,,,,,,
321200191010, additionaldata,,,,,,,,,,,,
505202863588, additionaldata,,,,,,,,,,,,
434500978821, additionaldata,,,,,,,,,,,,
773100931860, additionaldata,,,,,,,,,,,,
330902647548, additionaldata,,,,,,,,,,,,
433600652765, additionaldata,,,,,,,,,,,,
772435814108, additionaldata,,,,,,,,,,,,
710600112294, additionaldata,,,,,,,,,,,,
262600878965, additionaldata,,,,,,,,,,,,
732500115107, additionaldata,,,,,,,,,,,,
230108158750, additionaldata,,,,,,,,,,,,
645200190102, additionaldata,,,,,,,,,,,,
691103800854, additionaldata,,,,,,,,,,,,
503208462109, additionaldata,,,,,,,,,,,,
760405828583, additionaldata,,,,,,,,,,,,
772396301501, additionaldata,,,,,,,,,,,,
701800215623, additionaldata,,,,,,,,,,,,
622904971908, additionaldata,,,,,,,,,,,,
781417275994, additionaldata,,,,,,,,,,,,
732899617538, additionaldata,,,,,,,,,,,,
7720412434, additionaldata,,,,,,,,,,,,
6316247943, additionaldata,,,,,,,,,,,,
3702194190, additionaldata,,,,,,,,,,,,
2116003808, additionaldata,,,,,,,,,,,,
7702445050, additionaldata,,,,,,,,,,,,
7805730605, additionaldata,,,,,,,,,,,,
6234180215, additionaldata,,,,,,,,,,,,
8602282558, additionaldata,,,,,,,,,,,,
2366006128, additionaldata,,,,,,,,,,,,
3906365045, additionaldata,,,,,,,,,,,,
6312182886, additionaldata,,,,,,,,,,,,
5027260380, additionaldata,24798079.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОПАК""","ООО ""ТЕХНОПАК""",,,,,216211,Полезная модель,Шарнир шпинделя прокатного стана,B21B  35/14,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=216211
503206084243, additionaldata,,,,,,,,,,,,
5836688163, additionaldata,,,,,,,,,,,,
7842160230, additionaldata,,,,,,,,,,,,
7722439569, additionaldata,24798093.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРС""","ООО ""КУРС""",,,,,2682404,Изобретение,"ИНТЕЛЛЕКТУАЛЬНАЯ СИСТЕМА УЧЕТА ЭНЕРГОРЕСУРСОВ С ИМПУЛЬСНЫМ СЧЕТЧИКОМ-РЕГИСТРАТОРОМ ""PULSE PLC"" И СПОСОБ ЕЕ РАБОТЫ",G06F  17/40;G06Q  50/06,
7702442588, additionaldata,,,,,,,,,,,,
732500132744, additionaldata,,,,,,,,,,,,
5260457260, additionaldata,,,,,,,,,,,,
7017447858, additionaldata,,,,,,,,,,,,
7107128180, additionaldata,,,,,,,,,,,,
781126269026, additionaldata,,,,,,,,,,,,
7736317391, additionaldata,,,,,,,,,,,,
7702448244, additionaldata,,,,,,,,,,,,
7703440657, additionaldata,,,,,,,,,,,,
7722430090, additionaldata,,,,,,,,,,,,
2317087156, additionaldata,,,,,,,,,,,,
7801354565, additionaldata,,,,,,,,,,,,
7814743329, additionaldata,,,,,,,,,,,,
9701120824, additionaldata,,,,,,,,,,,,
781128963840, additionaldata,,,,,,,,,,,,
5638072936, additionaldata,,,,,,,,,,,,
6316249267, additionaldata,,,,,,,,,,,,
5262358466, additionaldata,,,,,,,,,,,,
2312269201, additionaldata,,,,,,,,,,,,
3123445245, additionaldata,,,,,,,,,,,,
7725408713, additionaldata,,,,,,,,,,,,
5405027627, additionaldata,,,,,,,,,,,,
7203439646, additionaldata,,,,,,,,,,,,
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,206598,Полезная модель,УВЛАЖНИТЕЛЬ И ОБЕЗЗАРАЖИВАТЕЛЬ ВОЗДУХА,A61L   9/00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=206598
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,200556,Полезная модель,БОРОНА-МОТЫГА РОТАЦИОННАЯ С ЗУБЧАТЫМИ ДИСКАМИ ДЛЯ КУЛЬТИВАЦИИ ПОЧВЫ,A01B  21/02,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=200556
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,118560,Промышленный образец,МАШИНА КУХОННАЯ СО СЪЁМНОЙ ЁМКОСТЬЮ И МЯСОРУБКОЙ,31-00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUDE&DocNumber=118560
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,2773900,Изобретение,Тостер,,
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,121821,Промышленный образец,НАСАДКА ДЛЯ ПЕРЕМЕШИВАНИЯ КОНСИСТЕНТНЫХ ПРОДУКТОВ,31-00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUDE&DocNumber=121821
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,118648,Промышленный образец,ОЧИСТИТЕЛЬ-УВЛАЖНИТЕЛЬ ВОЗДУХА,23-04,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUDE&DocNumber=118648
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,2725660,Изобретение,ЭКОЛОГИЧЕСКИ ОРИЕНТИРОВАННЫЙ ЭНЕРГОЭФФЕКТИВНЫЙ РЕДУКТОР ДЛЯ БЫТОВОЙ ТЕХНИКИ,F16H   1/32;F16H  57/08,
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,2737385,Изобретение,СПОСОБ ЗАЩИТЫ СИЛОВОГО ЭЛЕКТРОДВИГАТЕЛЯ БЫТОВОЙ КУХОННОЙ МАШИНЫ (ВАРИАНТЫ),B02C  19/22,
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,2738471,Изобретение,СПОСОБ ПОСТРОЕНИЯ ЭНЕРГОЭФФЕКТИВНОГО ПРОФИЛЯ РАБОЧЕГО ТРАКТА ШНЕКА ЭЛЕКТРОМЯСОРУБКИ (ВАРИАНТЫ) И ШНЕК,B02C  18/30;B02C  23/02;B02C  19/22,
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,118562,Промышленный образец,МАШИНА КУХОННАЯ СО СЪЁМНОЙ ЁМКОСТЬЮ,31-00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUDE&DocNumber=118562
6678094215, additionaldata,24798454.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС""","ООО ""КРОНОС""",,,,,210030,Полезная модель,БЛЕНДЕР С МАГНИТНОЙ ФИКСАЦИЕЙ МЕХАНИЧЕСКОГО СТЫКОВОЧНОГО УЗЛА,A47J  43/00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=210030
644500109990, additionaldata,,,,,,,,,,,,
7814736219, additionaldata,,,,,,,,,,,,
7720444820, additionaldata,,,,,,,,,,,,
6445023388, additionaldata,,,,,,,,,,,,
7802647740, additionaldata,,,,,,,,,,,,
9709024230, additionaldata,,,,,,,,,,,,
7448213124, additionaldata,,,,,,,,,,,,
2277016011, additionaldata,,,,,,,,,,,,
273917766, additionaldata,,,,,,,,,,,,
5007105393, additionaldata,,,,,,,,,,,,
7727394304, additionaldata,,,,,,,,,,,,
9718115357, additionaldata,,,,,,,,,,,,
259014699, additionaldata,,,,,,,,,,,,
1659189303, additionaldata,,,,,,,,,,,,
3525430489, additionaldata,,,,,,,,,,,,
3454004756, additionaldata,,,,,,,,,,,,
9729275828, additionaldata,24798745.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ""","ООО ""АТЛАНТ""",1,ЮЛ,Микро,,188669,Полезная модель,"Каркасно-монолитная строительная конструкция ""Атлант""",E04B   1/00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=188669
9729275828, additionaldata,24798745.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ""","ООО ""АТЛАНТ""",1,ЮЛ,Микро,,219015,Полезная модель,НЕЙРОСЕТЕВОЙ АДАПТИВНЫЙ ФИЛЬТР ЭЛЕКТРИЧЕСКОГО СИГНАЛА,,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=219015
9729275828, additionaldata,24798745.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ""","ООО ""АТЛАНТ""",1,ЮЛ,Микро,,220160,Полезная модель,ДАТЧИК ОПТИЧЕСКИЙ ДУГОВОГО РАЗРЯДА,,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=220160
9729275828, additionaldata,24798745.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ""","ООО ""АТЛАНТ""",1,ЮЛ,Микро,,2697420,Изобретение,ИНДИКАТОР ЗАСОРЕНИЯ ГАЗОВОГО ФИЛЬТРА,G01L  19/08;G01L   7/08;B01D  35/143,
9729275828, additionaldata,24798745.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ""","ООО ""АТЛАНТ""",1,ЮЛ,Микро,,2751215,Изобретение,Система развертывания и управления программным обеспечением и способ осуществления её работы,,
564301138273, additionaldata,,,,,,,,,,,,
3528291917, additionaldata,,,,,,,,,,,,
7802649970, additionaldata,,,,,,,,,,,,
7813613006, additionaldata,,,,,,,,,,,,
7801348473, additionaldata,24798772.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""","ООО ""НАВИГАТОР""",,,,,178270,Полезная модель,Тренажерный комплекс для обучения малоинвазивным оперативным вмешательствам под ультразвуковым наведением на органах брюшной полости,G09B  23/30;G09B  23/28,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=178270
7801348473, additionaldata,24798772.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""","ООО ""НАВИГАТОР""",,,,,2654043,Изобретение,СПОСОБ ИЗГОТОВЛЕНИЯ ЭЛЕКТРОПРОВОДЯЩИХ ИЗДЕЛИЙ ИЗ ВОЛОКНИСТОГО КОМПОЗИТНОГО МАТЕРИАЛА,C08K   3/04;H01B   1/24;B82B   3/00,
7801348473, additionaldata,24798772.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""","ООО ""НАВИГАТОР""",,,,,2769518,Изобретение,Способ очистки сточных вод с помощью устройства для аэрации,C02F   7/00;C02F   3/02,
7801348473, additionaldata,24798772.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""","ООО ""НАВИГАТОР""",,,,,130629,Промышленный образец,РИСУНОК ДЛЯ ЦИФЕРБЛАТА СОЛНЕЧНЫХ ЧАСОВ ДЛЯ ПРОХОДНОЙ НА ПРОИЗВОДСТВЕННОМ ПРЕДПРИЯТИИ,32-00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUDE&DocNumber=130629
7801348473, additionaldata,24798772.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""","ООО ""НАВИГАТОР""",,,,,2796307,Изобретение,Наноструктурированные сорбенты для очистки воды от нефтепродуктов и способ очистки воды,,
9721069710, additionaldata,,,,,,,,,,,,
7814721558, additionaldata,,,,,,,,,,,,
5503183110, additionaldata,,,,,,,,,,,,
2543129152, additionaldata,,,,,,,,,,,,
277925461, additionaldata,,,,,,,,,,,,
9729210860, additionaldata,,,,,,,,,,,,
7722434680, additionaldata,,,,,,,,,,,,
7716902725, additionaldata,,,,,,,,,,,,
2369006158, additionaldata,,,,,,,,,,,,
7805732088, additionaldata,,,,,,,,,,,,
6658511904, additionaldata,,,,,,,,,,,,
7716918980, additionaldata,,,,,,,,,,,,
7814739330, additionaldata,,,,,,,,,,,,
7716920347, additionaldata,,,,,,,,,,,,
1435334843, additionaldata,,,,,,,,,,,,
9203544161, additionaldata,,,,,,,,,,,,
7805732874, additionaldata,,,,,,,,,,,,
5256175055, additionaldata,,,,,,,,,,,,
5637021583, additionaldata,,,,,,,,,,,,
9718119175, additionaldata,,,,,,,,,,,,
7743242718, additionaldata,,,,,,,,,,,,
253910687042, additionaldata,,,,,,,,,,,,
7726423721, additionaldata,24799054.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""","ООО ""БАЗИС""",,,,,211529,Полезная модель,Устройство для хлорирования уксусной кислоты,C07C  53/16,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=211529
7726423721, additionaldata,24799054.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""","ООО ""БАЗИС""",,,,,2662992,Изобретение,Способ предпосевной обработки семян сельскохозяйственных растений,C12R   1/125;A01C   1/06;A01N  63/02;C12N   1/20,
7726423721, additionaldata,24799054.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""","ООО ""БАЗИС""",,,,,2654875,Изобретение,Пробиотическая кормовая добавка для сельскохозяйственных животных и птиц,A23K  10/18,
7726423721, additionaldata,24799054.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""","ООО ""БАЗИС""",,,,,2778338,Изобретение,Способ получения аминоуксусной кислоты,C07C 227/14;C07C 229/08,
7726423721, additionaldata,24799054.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""","ООО ""БАЗИС""",,,,,2730764,Изобретение,Установка для упаковки продуктов в картонные коробки,B65B  43/26;B65B  43/265;B65B   1/02,
7726423721, additionaldata,24799054.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗИС""","ООО ""БАЗИС""",,,,,135544,Промышленный образец,РИСУНОК ДЛЯ ТРИКОТАЖНОЙ ОДЕЖДЫ,32-00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUDE&DocNumber=135544
2903012385, additionaldata,,,,,,,,,,,,
5402047103, additionaldata,,,,,,,,,,,,
1660305265, additionaldata,,,,,,,,,,,,
6950221471, additionaldata,,,,,,,,,,,,
7453324302, additionaldata,,,,,,,,,,,,
6225011154, additionaldata,,,,,,,,,,,,
9715322323, additionaldata,,,,,,,,,,,,
503200124940, additionaldata,,,,,,,,,,,,
4632244344, additionaldata,,,,,,,,,,,,
732590811593, additionaldata,,,,,,,,,,,,
7743275350, additionaldata,,,,,,,,,,,,
2462062774, additionaldata,,,,,,,,,,,,
3458002750, additionaldata,,,,,,,,,,,,
6678094769, additionaldata,,,,,,,,,,,,
1215223538, additionaldata,24799229.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОРЕСУРС""","ООО ""ТЕХНОРЕСУРС""",,,,,2794884,Изобретение,СОСТАВ И СПОСОБ ПОЛУЧЕНИЯ И ПРИМЕНЕНИЯ ПОЛИМЕРНОЙ КОМПОЗИЦИИ ДЛЯ ИЗГОТОВЛЕНИЯ КОМПОЗИТНОГО МАТЕРИАЛА,B29K 105/20;B32B  27/38;C08L  63/00;B29K  63/00;B29K 105/16;B29C  45/14;C08J   9/00;C08L 101/00;C08J   9/32;B29K 105/04;C08G  59/40;C08K   5/00,
1215223538, additionaldata,24799229.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОРЕСУРС""","ООО ""ТЕХНОРЕСУРС""",,,,,2772271,Изобретение,Ячеистый многослойный композитный материал и способ его производства,,
7702436070, additionaldata,,,,,,,,,,,,
9731007311, additionaldata,,,,,,,,,,,,
3906371440, additionaldata,,,,,,,,,,,,
1421004108, additionaldata,,,,,,,,,,,,
1901137242, additionaldata,24800031.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗ""","ООО ""СОЮЗ""",,,,,108243,Промышленный образец,ПЛОМБИРОВОЧНОЕ УСТРОЙСТВО,09-07,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUDE&DocNumber=108243
3711047851, additionaldata,,,,,,,,,,,,
4205371660, additionaldata,,,,,,,,,,,,
7725434791, additionaldata,,,,,,,,,,,,
2921128209, additionaldata,,,,,,,,,,,,
5029227719, additionaldata,,,,,,,,,,,,
253910019253, additionaldata,,,,,,,,,,,,
7810737050, additionaldata,,,,,,,,,,,,
3917050329, additionaldata,24799356.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРИДОМ""","ООО ""ФРИДОМ""",,,,,210537,Полезная модель,Одноколейный роликовый конёк с электроприводом,A63C  17/12,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=210537
5835126411, additionaldata,,,,,,,,,,,,
7727389939, additionaldata,,,,,,,,,,,,
5406993479, additionaldata,24799388.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИГМА""","ООО ""СИГМА""",,,,,2683560,Изобретение,Способ переработки перо-пухового и кератинсодержащего сырья,A23K  50/00;A23K  10/26,
5406993479, additionaldata,24799388.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИГМА""","ООО ""СИГМА""",,,,,2758263,Изобретение,СПОСОБ СЕЙСМИЧЕСКОГО МОНИТОРИНГА ПРОЦЕССОВ ГИДРОРАЗРЫВА ПЛАСТА ПРИ РАЗРАБОТКЕ МЕСТОРОЖДЕНИЙ УГЛЕВОДОРОДОВ И ПРОЦЕССОВ ТЕПЛОВОГО ВОЗДЕЙСТВИЯ ПРИ РАЗРАБОТКЕ ВЫСОКОВЯЗКИХ УГЛЕВОДОРОДОВ,G01V   1/307;G01V   1/003;E21B  43/267;G01V2210/646;G01V2210/123;G01V   1/30;G01V   1/288;G01V2210/1234;G01V   1/28;G01V   1/303;G01V   1/00,
7841077981, additionaldata,,,,,,,,,,,,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,191027,Полезная модель,Светодиодный светильник для растений с системой регулируемых креплений,A01G   9/20;F21V  21/10;F21V  21/14,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=191027
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,191025,Полезная модель,Светодиодный светильник для растений,H05B  33/00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=191025
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,184183,Полезная модель,Модуль светодиодного светильника,F21S  13/00,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=184183
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2729007,Изобретение,Преобразователь тяговый тепловоза с силовой установкой,H02M   3/145;B60L2210/20;H02M   5/297;B60L2210/10;B60L  50/10;B60L  50/60;H02M   9/00;B60L2200/26,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2669899,Изобретение,Система защиты силовой цепи электровоза,H02H   3/00;B60L   3/04;B61C   3/00;B60L2200/26,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2743827,Изобретение,Силовой преобразовательный модуль,,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2675726,Изобретение,Конвертор напряжения,B60L   1/00;G05F   1/10;H02M   3/28,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2679751,Изобретение,Устройство ввода команд,G05G   1/04;H01H  19/60;B61C  17/12,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2679745,Изобретение,Устройство ввода команд,G05G   1/04;H01H  19/60;B61C  17/12,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2732816,Изобретение,Преобразователь тяговый локомотива,H02M   5/40;B60L2210/20;B60L2200/26;B60L2210/40;B60L   1/00;B60L  50/15;B60L  50/14;H02M   9/00;B60L   1/003,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2744068,Изобретение,Система электропитания тепловоза,,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2695780,Изобретение,Система защиты от аварийных режимов тяговых электродвигателей постоянного тока,H02H   3/087;H02H   7/08,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2701103,Изобретение,Беспроводной контроллер датчиков,G06F  19/00;G08C  17/02;G06F  17/00,
7751147169, additionaldata,24799472.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","ООО ""ГОРИЗОНТ""",,,,,2717966,Изобретение,Статический преобразователь напряжения,H02M   3/337,
4909128661, additionaldata,,,,,,,,,,,,
6732155677, additionaldata,,,,,,,,,,,,
5904366713, additionaldata,24799613.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС""","ООО ""ИМПУЛЬС""",,,,,203518,Полезная модель,Маска сварщика с подсветкой зоны сварки светом сварочной дуги,A61F   9/06,http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=203518
